auction_id	auction_description	round	bidder_frn	bidder_name	item_name	item_description	round_of_pwb	pwb_amount	net_pwb_amount
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA469-B	Maryland 3 - Frederick	23	564000.0000	564000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA476-B	Michigan 5 - Manistee	101	435000.0000	435000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA477-B	Michigan 6 - Roscommon	213	567000.0000	567000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA559-B	New York 1 - Jefferson	64	156000.0000	117000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA465-B	Maine 3 - Kennebec	22	1186000.0000	889500.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA505-B	Missouri 2 - Harrison	32	932000.0000	699000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA504-B	Missouri 1 - Atchison	27	548000.0000	411000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA522-B	Missouri 19 - Stoddard	18	1555000.0000	1166250.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA473-B	Michigan 2 - Alger	95	1024000.0000	1024000.0000	
73	700 MHz Band	261	0004059523	NSIGHTTEL WIRELESS, LLC	WY-CMA472-B	Michigan 1 - Gogebic	24	956000.0000	956000.0000	
73	700 MHz Band	261	0002623601	Redwood Wireless Corp.	WY-CMA489-B	Minnesota 8 - Lac qui Parle	21	506000.0000	379500.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA496-B	Mississippi 4 - Yalobusha	72	323000.0000	323000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA497-B	Mississippi 5 - Washington	72	164000.0000	164000.0000	
73	700 MHz Band	261	0002388262	Glenwood Telephone Membership, Corporati	WY-CMA538-B	Nebraska 6 - Keith	28	1214000.0000	910500.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA539-B	Nebraska 7 - Hall	26	2364000.0000	2364000.0000	
73	700 MHz Band	261	0005746508	PCS Partners, L.P.	WY-CMA554-B	New Mexico 2 - Colfax	194	169000.0000	126750.0000	
73	700 MHz Band	261	0001612555	PVT Networks, Inc.	WY-CMA555-B	New Mexico 3 - Catron	27	506000.0000	430100.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA571-B	North Carolina 7 - Rockingham	30	8575000.0000	8575000.0000	
73	700 MHz Band	261	0004339933	PTI Pacifica, Inc.	WY-BEA173-A	Guam-Northern Mariana Islands	153	1293000.0000	1293000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA172-E	Honolulu HI	76	1088000.0000	1088000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA070-B	Long Branch-Asbury Park, NJ	27	26178000.0000	26178000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA086-B	Albuquerque, NM	31	8124000.0000	8124000.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-CMA154-B	New London-Norwich, CT	85	717000.0000	537750.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA086-E	Lake Charles LA	65	1597000.0000	1597000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-BEA086-A	Lake Charles LA	27	3533000.0000	3533000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA137-E	Lubbock TX	93	425000.0000	425000.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-BEA021-A	Greenville NC	151	1613000.0000	1209750.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA021-E	Greenville NC	29	371000.0000	371000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA028-B	Indianapolis, IN	26	66058000.0000	66058000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA029-B	New Orleans, LA	21	27888000.0000	27888000.0000	
73	700 MHz Band	261	0005411426	Cellular South Licenses, Inc.	WY-CMA265-B	Fort Walton Beach, FL	76	1554000.0000	1554000.0000	
73	700 MHz Band	261	0017164179	Worldcall Inc.	WY-CMA266-B	Glens Falls, NY	63	400000.0000	300000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA574-B	North Carolina 10 - Harnett	39	9804000.0000	7353000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA575-B	North Carolina 11 - Hoke	25	1721000.0000	1290750.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA705-B	West Virginia 5 - Tucker	23	292000.0000	219000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA706-B	West Virginia 6 - Lincoln	25	1044000.0000	783000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA721-B	Wyoming 4 - Niobrara	27	1867000.0000	1867000.0000	
73	700 MHz Band	261	0017176173	Great American Broadband, Inc.	WY-CMA722-B	Wyoming 5 - Converse	53	94000.0000	70500.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA009-E	State College PA	22	431000.0000	431000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-BEA010-A	NYC-Long Is. NY-NJ-CT-PA-MA-VT	10	429356000.0000	429356000.0000	
73	700 MHz Band	261	0001886944	Horry Telephone Cooperative, Inc.	WY-BEA025-A	Wilmington NC-SC	172	8469000.0000	8469000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA024-E	Columbia SC	156	963000.0000	963000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA109-E	Duluth-Superior MN-WI	40	379000.0000	379000.0000	
73	700 MHz Band	261	0003548443	Kurian, Thomas K	WY-BEA110-A	Grand Forks ND-MN	154	472000.0000	354000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-BEA046-A	Hickory-Morganton NC-TN	89	1140000.0000	855000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA130-E	Austin-San Marcos TX	67	2720000.0000	2720000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-BEA131-A	Houston-Galveston-Brazoria TX	17	53474000.0000	53474000.0000	
73	700 MHz Band	261	0015031065	Manti Telephone Company	WY-BEA148-A	Idaho Falls ID-WY	80	1086000.0000	814500.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA291-B	Pine Bluff, AR	21	176000.0000	176000.0000	
73	700 MHz Band	261	0017195561	Miller, David	WY-CMA292-B	Sherman-Denison, TX	175	214000.0000	160500.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA442-B	Kansas 15 - Elk	39	1443000.0000	1082250.0000	
73	700 MHz Band	261	0003730835	BPS Telephone Company	WY-CMA443-B	Kentucky 1 - Fulton	129	421000.0000	315750.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA647-B	Tennessee 5 - Fayette	43	2511000.0000	2511000.0000	
73	700 MHz Band	261	0005411426	Cellular South Licenses, Inc.	WY-CMA648-B	Tennessee 6 - Giles	23	193000.0000	193000.0000	
73	700 MHz Band	261	0004367074	C&W Enterprises, Inc.	WY-CMA664-B	Texas 13 - Reeves	28	45000.0000	33750.0000	
73	700 MHz Band	261	0001649508	Central Texas Telephone Investments, LP	WY-CMA665-B	Texas 14 - Loving	162	192000.0000	192000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA682-B	Virginia 2 - Tazewell	21	519000.0000	389250.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-BEA006-A	Syracuse NY-PA	25	1200000.0000	900000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA005-E	Albany-Schenectady-Troy NY	147	424000.0000	424000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA029-E	Jacksonville FL-GA	30	7543000.0000	7543000.0000	
73	700 MHz Band	261	0017190216	Continuum 700 LLC	WY-BEA029-A	Jacksonville FL-GA	33	29852000.0000	22389000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA599-B	Oklahoma 4 - Nowata	26	3769000.0000	3769000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA600-B	Oklahoma 5 - Roger Mills	28	704000.0000	528000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA413-B	Iowa 2 - Union	42	1217000.0000	912750.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA677-B	Utah 5 - Daggett	24	2133000.0000	2133000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA678-B	Utah 6 - Piute	26	331000.0000	331000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA132-E	Corpus Christi TX	80	352000.0000	352000.0000	
73	700 MHz Band	261	0015024631	Cavalier Wireless, LLC	WY-BEA133-A	McAllen-Edinburg-Mission TX	26	1161000.0000	870750.0000	
73	700 MHz Band	261	0015014202	Cox Wireless, Inc.	WY-CMA157-B	Roanoke, VA	21	2339000.0000	2339000.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-CMA158-B	Lima, OH	110	659000.0000	494250.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA208-B	Fort Pierce, FL	81	2301000.0000	2301000.0000	
73	700 MHz Band	261	0010698868	Bluegrass Wireless LLC	WY-CMA209-B	Clarksville-Hopkinsville TN-KY	29	881000.0000	881000.0000	
73	700 MHz Band	261	0008209629	N.E. Colorado Wireless Technologies, Inc	WY-CMA243-B	Greeley, CO	26	1657000.0000	1657000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA244-B	Kenosha, WI	49	2884000.0000	2163000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA295-B	Midland, TX	26	405000.0000	405000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA296-B	Iowa City, IA	21	1957000.0000	1467750.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA312-B	Alabama 6 - Washington	18	466000.0000	466000.0000	
73	700 MHz Band	261	0015006471	CenturyTel Broadband Wireless LLC	WY-CMA313-B	Alabama 7 - Butler	41	1932000.0000	1932000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA395-B	Illinois 2 - Bureau	105	1596000.0000	1197000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA396-B	Illinois 3 - Mercer	18	1555000.0000	1555000.0000	
73	700 MHz Band	261	0017182742	Triad 700, LLC	WY-CMA587-B	Ohio 3 - Ashtabula	214	213000.0000	159750.0000	
73	700 MHz Band	261	0017195561	Miller, David	WY-CMA651-B	Tennessee 9 - Maury	188	43000.0000	32250.0000	
73	700 MHz Band	261	0017163254	SAL Spectrum, LLC	WY-CMA652-B	Texas 1 - Dallam	92	75000.0000	75000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA685-B	Virginia 5 - Bath	23	143000.0000	107250.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA686-B	Virginia 6 - Highland	71	287000.0000	215250.0000	
73	700 MHz Band	261	0005411426	Cellular South Licenses, Inc.	WY-BEA044-A	Knoxville TN	27	13695000.0000	13695000.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA043-E	Chattanooga TN-GA	160	652000.0000	652000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-BEA048-A	Charleston WV-KY-OH	88	1993000.0000	1494750.0000	
73	700 MHz Band	261	0017173121	Frontier Wireless LLC	WY-BEA047-E	Lexington KY-TN-VA-WV	21	2914000.0000	2914000.0000	
73	700 MHz Band	261	0002336105	Rural Telephone Service Company, Inc.	WY-CMA429-B	Kansas 2 - Norton	57	107000.0000	107000.0000	
73	700 MHz Band	261	0002331262	Blue Valley Tele-Communications, Inc.	WY-CMA430-B	Kansas 3 - Jewell	27	1058000.0000	793500.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA446-B	Kentucky 4 - Spencer	18	3526000.0000	3526000.0000	
73	700 MHz Band	261	0010698868	Bluegrass Wireless LLC	WY-CMA447-B	Kentucky 5 - Barren	17	1109000.0000	1109000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA578-B	North Carolina 14 - Pitt	93	577000.0000	432750.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA579-B	North Carolina 15 - Cabarrus	27	11916000.0000	11916000.0000	
73	700 MHz Band	261	0014980726	AT&T Mobility Spectrum, LLC	WY-CMA668-B	Texas 17 - Newton	45	1140000.0000	1140000.0000	
73	700 MHz Band	261	0003290673	Cellco Partnership d/b/a Verizon Wireles	WY-CMA669-B	Texas 18 - Edwards	21	940000.0000	940000.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA702-B	West Virginia 2 - Wetzel	20	150000.0000	112500.0000	
73	700 MHz Band	261	0017169327	King Street Wireless, L.P.	WY-CMA717-B	Wisconsin 10 - Door	24	2252000.0000	1689000.0000	
73	700 MHz Band	261	0001630201	Union Telephone Company	WY-CMA718-B	Wyoming 1 - Park	27	588000.0000	588000.0000	
73	700 MHz Band	261	0015030844	Iowa Intelegra Consortium, LLC	WY-CMA635-B	South Dakota 2 - Corson	149	43000.0000	43000.0000	
73	700 MHz Band	261	0015013410	KTC AWS Limited Partnership	WY-CMA636-B	South Dakota 3 - McPherson	21	296000.0000	222000.0000	
73	700 MHz Band	261	0017189325	VentureTel 700, Inc.	WY-CMA725-B	Puerto Rico 3 - Ciales	50	38000.0000	28500.0000	
73	700 MHz Band	261	0017164179	Worldcall Inc.	WY-CMA726-B	Puerto Rico 4 - Aibonito	113	134000.0000	100500.0000	
73	700 MHz Band	261	0017190224	Club 42 CM Limited Partnership	Package Pacific	REAGs 9 & 11 2 Licenses	90	550000.0000	412500.0000	
